ID	ddm1_f2_1	ddm1_f3_1	ddm1_f4_1	ddm1_f4_2	ddm1_f5_1	h1_f4_1	h1ddm1_f10_1	h1ddm1_f11_1	h1ddm1_f11_2	h1ddm1_f2_1	h1ddm1_f2_2	h1ddm1_f3_1	h1ddm1_f3_2	h1ddm1_f3_3	h1ddm1_f4_1	h1ddm1_f4_2	h1ddm1_f5_1	h1ddm1_f5_2	h1ddm1_f6_1	h1ddm1_f6_2	h1ddm1_f7_1	h1ddm1_f7_2	h1ddm1_f8_1	h1ddm1_f8_2	h1ddm1_f9_1	h1ddm1_f9_2	h1ddm1cmt2_f2_1	h1ddm1cmt2_f3_1	h1ddm1cmt2_f3_2	h1ddm1cmt2_f4_1	h1ddm1cmt2_f4_2	h1ddm1cmt2_f4_3	h1ddm1cmt2_f5_1	h1ddm1cmt2_f5_2	h1ddm1cmt2_f5_3	h1ddm1cmt2_f6_1	h1ddm1cmt2_f6_2	h1ddm1cmt2_f7_1	h1ddm1cmt2_f7_2	h1ddm1cmt3_f3_1	h1ddm1cmt3_f4_1	h1ddm1cmt3_f4_2	h1ddm1cmt3_f4_3	h1ddm1cmt3_f5_1	h1ddm1cmt3_f5_2	h1ddm1cmt3_f6_1	h1ddm1cmt3_f6_2	h1ddm1cmt3_f7_1	h1ddm1cmt3_f7_2	h1ddm1drm2_f2_1	h1ddm1drm2_f3_1	h1ddm1drm2_f3_2	h1ddm1drm2_f4_1	h1ddm1drm2_f4_2	h1ddm1drm2_f5_1	h1ddm1drm2_f5_2	h1ddm1drm2_f6_1	h1ddm1drm2_f6_2	h1ddm1drm2_f7_1	h1ddm1drm2_f7_2	wt_f3_1	wt_f4_1	met1_f3_1
AT2TE08665	0.197674419	0.121621622	0.34215605	0.127375449	0.190258752	0.944995491	0.248112379	0.27676182	0.331360947	0.538181818	0.538461538	0.342561332	0.356471439	0.410136906	0.374806402	0.427110818	0.346334668	0.321444298	0.423481781	0.352924791	0.321392533	0.228128461	0.244326314	0.215216813	0.248455731	0.227096774	0.574829932	0.408886389	0.481905634	0.450861196	0.399003874	0.329990884	0.414627205	0.360071301	0.400435256	0.328199052	0.298932384	0.344669719	0.358416945	0.463087248	0.45325779	0.446247465	0.487259723	0.526315789	0.527001862	0.420361248	0.455922865	0.39287613	0.357837838	0.573701591	0.436363636	0.43537415	0.366588112	0.352973568	0.313253012	0.27676369	0.30317092	0.335490294	0.264967638	0.226693227	0.819630872	0.8	0.007868852
AT2TE08785	0.081424936	0.111420613	0.066124402	0.035063752	0.071973828	0.901721664	0.072099778	0.068146845	0.094091904	0.39886613	0.437257079	0.292504931	0.288483466	0.311064229	0.269469661	0.293516448	0.196663887	0.200286123	0.171837709	0.189642417	0.082552024	0.163240629	0.072066327	0.050744879	0.052427868	0.063343432	0.439630272	0.334505274	0.25650388	0.267521759	0.254319106	0.334079713	0.227605634	0.18897929	0.256447689	0.179111315	0.135294118	0.149222065	0.169582119	0.308108108	0.383073497	0.309314587	0.393884892	0.342145015	0.27748227	0.23557126	0.30820996	0.192125984	0.204646018	0.426845285	0.30183727	0.263157895	0.211976321	0.157201272	0.127071823	0.15625	0.148991542	0.142678869	0.057866184	0.119901547	0.766516517	0.740458015	0.010752688
AT2TE09100	0.043879908	0.032154341	0.028878538	0.009141696	0.029739777	0.937669377	0.120997839	0.102744717	0.113314448	0.574965294	0.551828347	0.415408641	0.429000751	0.416079436	0.334902884	0.273383893	0.239247312	0.204716508	0.211151737	0.244272623	0.278066914	0.22180917	0.130687563	0.138974503	0.130873957	0.133290197	0.587417219	0.496333897	0.334163347	0.344462994	0.303200449	0.31319797	0.312788398	0.403655914	0.269099202	0.198382749	0.193675889	0.152639087	0.275138803	0.373355263	0.325242718	0.335676626	0.402489627	0.352569883	0.329718004	0.351804124	0.329249617	0.263986014	0.269447576	0.586508432	0.47020934	0.387024609	0.357376157	0.34834509	0.321078431	0.261811024	0.196875	0.261767531	0.259472422	0.228210526	0.762743281	0.776803119	0.002798507
AT2TE09205	0.166747928	0.14863388	0.134315148	0.045280553	0.071946458	0.945023697	0.48487841	0.395651974	0.411134405	0.566658745	0.574969874	0.492024189	0.494321977	0.4077562	0.437479452	0.438576349	0.483181872	0.400243713	0.48351248	0.452642016	0.366346976	0.436339523	0.176232364	0.319168357	0.361234177	0.399390666	0.587038344	0.50947226	0.508352102	0.494439782	0.326351706	0.345328172	0.493996057	0.306308973	0.47629548	0.29211295	0.373939861	0.214512347	0.17068425	0.570665917	0.14411315	0.149318257	0.173096124	0.121463663	0.143721357	0.122088559	0.132797339	0.108042328	0.115252177	0.541037532	0.434308663	0.430625	0.203925436	0.211222628	0.101773323	0.159253599	0.106230704	0.103954373	0.097340582	0.074612959	0.823441147	0.82255822	0.002677376
AT2TE09360	0.098006645	0.040152964	0.078112279	0.035968992	0.040234089	0.940944882	0.055076232	0.063829787	0.073994253	0.560982228	0.542970155	0.39253754	0.409384417	0.430825688	0.335958904	0.263677499	0.394109397	0.232320442	0.220314033	0.22650923	0.228356746	0.186806009	0.096611784	0.079668471	0.087053021	0.072341225	0.570437798	0.489061397	0.400754498	0.324100605	0.329758257	0.365158091	0.299760192	0.379824226	0.268325946	0.195728403	0.214446953	0.213315813	0.224439776	0.315306122	0.314465409	0.301643192	0.345533141	0.33490566	0.278549849	0.287985866	0.3075	0.234541578	0.277616279	0.59981378	0.504347826	0.433962264	0.330634501	0.31086262	0.268716578	0.278519417	0.243809524	0.274504249	0.191005683	0.20508167	0.827058824	0.819086651	0.002931119
AT2TE09375	0.174430642	0.120961683	0.124142442	0.049411765	0.062458026	0.940662541	0.479805048	0.4169201	0.447578348	0.551910514	0.539465545	0.50267258	0.489260143	0.401063426	0.454186313	0.457639392	0.494700632	0.410640871	0.497580088	0.435762259	0.343017552	0.442064265	0.168811986	0.336345071	0.352842341	0.383158375	0.599176955	0.504249622	0.507145347	0.503880047	0.371283255	0.374957813	0.491957531	0.284847463	0.491941876	0.263258786	0.38697318	0.202376967	0.150785201	0.587082951	0.139240506	0.153787005	0.151679187	0.101253032	0.099411232	0.095012626	0.114378029	0.098159509	0.092372658	0.53243955	0.443484521	0.408133624	0.172615565	0.195369848	0.098680997	0.137036306	0.097328881	0.094533346	0.074018127	0.076132648	0.828686869	0.809173154	0.002251407
AT2TE09500	0.138138138	0.157434402	0.158264935	0.085034014	0.06313416	0.936896808	0.263712005	0.211389129	0.237634409	0.482240937	0.515028018	0.355337079	0.396907216	0.331839623	0.286896552	0.309481743	0.321706684	0.246447602	0.264411991	0.257309942	0.276964883	0.260504202	0.213354098	0.226533166	0.228798268	0.233001658	0.54368932	0.334535618	0.412667946	0.270122208	0.319329609	0.233544806	0.229891022	0.33946577	0.343594387	0.253705318	0.290697674	0.237872589	0.279378144	0.365785814	0.341404358	0.317280453	0.302896219	0.177381875	0.204309064	0.290087464	0.220588235	0.225459435	0.243926142	0.543285785	0.402366864	0.321223709	0.297588978	0.265029636	0.246205734	0.27117957	0.241650295	0.240453686	0.230490616	0.22144448	0.796920821	0.779210314	0.00965251
AT2TE09570	0.178961749	0.167464115	0.290783849	0.10949209	0.144927536	0.895511405	0.270185112	0.222423146	0.263033175	0.568100735	0.612654838	0.437202381	0.430267062	0.499010554	0.418680868	0.412945309	0.470808723	0.395814913	0.433430112	0.41411975	0.414674819	0.348792271	0.180729761	0.260749386	0.206654171	0.265164645	0.537376587	0.428914217	0.518922018	0.423589093	0.372077029	0.354484442	0.362241494	0.389549802	0.297435897	0.236764706	0.281553398	0.22767419	0.270029674	0.451908397	0.501453488	0.40990099	0.401749271	0.320579111	0.54379562	0.387959866	0.379968203	0.353284672	0.386084584	0.621596819	0.453468697	0.516556291	0.429425157	0.331385155	0.256658596	0.297211994	0.25631769	0.268093782	0.230945822	0.241513094	0.810436635	0.812553011	0.005428882
AT2TE09640	0.215686275	0.266375546	0.595024136	0.21184669	0.225352113	0.951596292	0.479662318	0.54019404	0.529310345	0.608938547	0.621425848	0.468412943	0.491355778	0.527481892	0.532346064	0.484541063	0.683028286	0.572496263	0.456760049	0.532307692	0.648470097	0.496575342	0.496853263	0.471264368	0.43016138	0.437285223	0.654004955	0.695121951	0.658914729	0.597887896	0.556057495	0.680206795	0.616651825	0.355308219	0.520987654	0.601686973	0.636842105	0.534285714	0.701543739	0.572895277	0.69005848	0.714285714	0.70071568	0.638095238	0.605755396	0.653144016	0.65625	0.654859967	0.723101266	0.674095879	0.407630522	0.633053221	0.344118638	0.364130435	0.305177112	0.262978142	0.29726776	0.404697987	0.257540603	0.433070866	0.804646251	0.750272628	0.003271538
AT2TE09685	0.241446725	0.155	0.285540786	0.132926059	0.168367347	0.934180139	0.472975518	0.474483878	0.510737086	0.609279368	0.638547784	0.521772015	0.543804756	0.521991085	0.534895699	0.490368648	0.495343594	0.450889404	0.46	0.475261132	0.482907612	0.461139896	0.449344319	0.458512776	0.482898199	0.507082661	0.620140217	0.582093741	0.567981039	0.498577525	0.558347586	0.519190991	0.520043045	0.386389547	0.496	0.468460892	0.459510358	0.49909964	0.462410648	0.588798821	0.48478836	0.514487079	0.557767289	0.43207312	0.472026523	0.479097545	0.410179641	0.469600611	0.511375388	0.629962739	0.472354949	0.450337512	0.387486794	0.350341686	0.274590164	0.313354364	0.269404916	0.265088505	0.282512858	0.265280058	0.858626198	0.838867925	0.006442862
AT2TE09735	0.259259259	0.24929972	0.479748313	0.17486819	0.234521576	0.94165536	0.473880597	0.444487427	0.489981785	0.666197183	0.654527559	0.552602022	0.548625793	0.541961577	0.509911894	0.487412587	0.471383648	0.433586338	0.378846154	0.392685274	0.425669836	0.472616633	0.391183295	0.474110761	0.440912232	0.480758505	0.711864407	0.537422037	0.583892617	0.47752809	0.517146018	0.556962025	0.501788452	0.473954512	0.544885177	0.430173293	0.461077844	0.449163449	0.40245262	0.535294118	0.484679666	0.548638132	0.517098446	0.537525355	0.644957983	0.616336634	0.671686747	0.580323786	0.486363636	0.621354167	0.528301887	0.493902439	0.405991328	0.4303087	0.357142857	0.451694915	0.394345238	0.510054845	0.399075501	0.500747384	0.840696118	0.843260188	0.004950495
AT2TE09955	0.236467236	0.15920398	0.363770119	0.160679612	0.173857868	0.927692308	0.547842802	0.590572034	0.571225071	0.70756156	0.714791851	0.614043825	0.629191321	0.637829912	0.626519977	0.573764906	0.569277721	0.50901687	0.521408183	0.534737504	0.535510627	0.55792277	0.478130943	0.526529338	0.549176471	0.531402652	0.712738854	0.660821918	0.601429357	0.553808948	0.527022705	0.590934218	0.56462585	0.506928923	0.611709287	0.543717855	0.54978355	0.530716724	0.551983584	0.536398467	0.479381443	0.561181435	0.557142857	0.5	0.469365427	0.462088698	0.494186047	0.499036609	0.520421607	0.724279835	0.582508251	0.570019724	0.492943021	0.45895746	0.465	0.448461954	0.385931559	0.39040349	0.380212955	0.327049953	0.853738702	0.832173913	0.008174387
AT2TE10495	0.080438757	0.117437722	0.154924804	0.120706107	0.087781732	0.964285714	0.07571965	0.069162996	0.073482428	0.450873568	0.459024049	0.230342453	0.235460192	0.217252396	0.145206767	0.128973105	0.152675671	0.111510791	0.07032967	0.105670103	0.182845745	0.12249208	0.065566924	0.069691652	0.065184627	0.08383926	0.503144654	0.268367796	0.282891971	0.157372986	0.168683274	0.192387257	0.188816856	0.235213675	0.093001842	0.078778135	0.068111455	0.069452981	0.099210267	0.277322404	0.201219512	0.17480315	0.153585271	0.106292517	0.160583942	0.13060686	0.12998713	0.117872807	0.087527352	0.520349631	0.29625	0.374396135	0.161806621	0.173774955	0.117870722	0.152522936	0.100360577	0.099063401	0.101200686	0.108237548	0.796003331	0.805267358	0.005279035
AT2TE10500	0.071038251	0.060240964	0.121235793	0.091623037	0.06440678	0.896797153	0.136343709	0.15739645	0.163204748	0.575	0.659657321	0.600891152	0.601398601	0.470588235	0.313380282	0.298507463	0.199806483	0.170542636	0.364303178	0.257998639	0.194106342	0.310679612	0.120300752	0.257844475	0.432098765	0.306930693	0.65064695	0.284848485	0.438082557	0.486238532	0.472324723	0.215108835	0.234741784	0.462749213	0.367507886	0.309061489	0.330188679	0.293762575	0.401492537	0.290657439	0.361842105	0.284263959	0.397454031	0.262693157	0.18159204	0.231034483	0.380769231	0.222720478	0.196721311	0.745297806	0.512544803	0.576271186	0.421052632	0.336941813	0.279761905	0.332453826	0.29245283	0.317927171	0.245454545	0.228443449	0.784277879	0.808823529	0.002304147
AT2TE10620	0.100917431	0.075268817	0.107614673	0.022846264	0.042579075	0.945031712	0.219763514	0.189628987	0.208381839	0.606580541	0.608145634	0.398191905	0.40919674	0.484017048	0.389567669	0.35426009	0.427706283	0.30860264	0.390932421	0.297757154	0.199049989	0.264133457	0.199519231	0.195785985	0.189131969	0.202581369	0.687310261	0.459106874	0.5670194	0.384766585	0.385635636	0.387379492	0.301684088	0.393518519	0.354579539	0.272101641	0.262745098	0.283289817	0.32046332	0.455944056	0.388090349	0.37458194	0.400639561	0.331597222	0.335849057	0.34430727	0.328822733	0.296605454	0.286720322	0.619832402	0.448424069	0.501644737	0.412540433	0.339893617	0.25443787	0.31681334	0.277817151	0.300692384	0.246564586	0.313717532	0.760063141	0.751565762	0.004363636
AT2TE10915	0.101010101	0.136752137	0.150020088	0.0639481	0.063953488	0.9527121	0.219863014	0.142613151	0.132743363	0.570209465	0.645288604	0.569393382	0.552042161	0.507970244	0.548902196	0.453558504	0.285081241	0.315879828	0.46025878	0.404449515	0.283061594	0.374722838	0.234729494	0.30671414	0.182423435	0.189312109	0.708333333	0.658682635	0.511839709	0.485294118	0.502105263	0.446043165	0.458542014	0.374858437	0.409090909	0.303605313	0.354609929	0.227166276	0.276756757	0.476744186	0.511904762	0.469635628	0.506467662	0.512861736	0.421052632	0.417789757	0.490196078	0.344789357	0.371134021	0.61560862	0.454545455	0.478927203	0.304306673	0.320902846	0.28975265	0.299657534	0.33431085	0.293929712	0.211225997	0.247588424	0.797979798	0.816360601	0.007082153
AT2TE10945	0.13559322	0.141414141	0.129700511	0.06926211	0.140695915	0.948372615	0.385964912	0.387112763	0.408510638	0.500928074	0.530181087	0.399576047	0.406299213	0.39270073	0.375	0.375910844	0.408289054	0.365622724	0.437203791	0.368590777	0.375416288	0.375	0.370545298	0.378296453	0.361192776	0.405680373	0.547964113	0.467635403	0.442812639	0.430051813	0.429547395	0.38700565	0.390197926	0.299438553	0.395557906	0.35125	0.354961832	0.356	0.390677026	0.432950192	0.579322638	0.404517454	0.432019704	0.367286974	0.4	0.45	0.453030303	0.415893271	0.472826087	0.510227273	0.335526316	0.344537815	0.280057803	0.259277344	0.214015152	0.228400342	0.251929825	0.191015783	0.178133135	0.204949729	0.845106383	0.766164748	0.009414929
AT2TE10955	0.058659218	0.053719008	0.08160008	0.041784303	0.057010786	0.937148218	0.319571865	0.310136157	0.345218801	0.421648216	0.430191124	0.323348264	0.320305862	0.326578073	0.348527349	0.323798627	0.306024096	0.328377505	0.343711083	0.275008837	0.286066584	0.272264631	0.310516343	0.313732155	0.340654415	0.316659944	0.469609262	0.346437346	0.387482083	0.326773692	0.345154985	0.326625387	0.340569878	0.264196983	0.348675914	0.28425096	0.298932384	0.328441649	0.270918666	0.461966605	0.464285714	0.422993492	0.375556655	0.289239882	0.334463277	0.360068259	0.377443609	0.360071301	0.426681367	0.420689655	0.312977099	0.39223301	0.230578768	0.16745283	0.195372751	0.176497696	0.163806552	0.168539326	0.146585472	0.136073059	0.813197026	0.79707113	0.01659751
AT2TE10965	0.165837479	0.124087591	0.1261287	0.038047974	0.070448307	0.923173804	0.454610055	0.4455631	0.463645943	0.614250614	0.644768856	0.520723753	0.521791045	0.528530108	0.518800813	0.463578275	0.433978569	0.398194131	0.358916479	0.412782956	0.434487441	0.463855422	0.366574966	0.399786496	0.485429142	0.472103004	0.627166015	0.526315789	0.543710972	0.478696742	0.484375	0.473042663	0.499718943	0.313980828	0.519356461	0.442048518	0.374193548	0.491825613	0.481913652	0.418972332	0.448275862	0.502692998	0.468910706	0.385994876	0.35009311	0.372599232	0.345695364	0.281590414	0.269978402	0.585043642	0.423027167	0.379785605	0.316489915	0.25760823	0.165338645	0.257918552	0.163568773	0.158402204	0.13434903	0.126415784	0.774711168	0.764962594	0.005965697
AT2TE10975	0.05785124	0.032329989	0.038647901	0.006944444	0.022286822	0.927165354	0.252254433	0.260093498	0.318201285	0.510925967	0.460747311	0.359407254	0.369960309	0.36169055	0.346085409	0.281981982	0.287234043	0.221559565	0.241544532	0.24771803	0.221516008	0.219359331	0.225257766	0.245844191	0.26577081	0.262803235	0.532661206	0.394378646	0.404267266	0.320922262	0.31874739	0.318778581	0.338550168	0.311216143	0.319488287	0.267445858	0.272930649	0.280208333	0.314037883	0.426347305	0.379518072	0.414809961	0.409043582	0.350397456	0.333226633	0.350808427	0.316389132	0.336163265	0.311896035	0.535707941	0.37709631	0.362738644	0.284687628	0.2815486	0.222849969	0.235612036	0.20329548	0.20626665	0.176695438	0.181213733	0.792234135	0.805865922	0.003289474
AT2TE10980	0.146171694	0.147239264	0.165754699	0.068488412	0.106817195	0.953307393	0.41177768	0.422379958	0.435148296	0.528031941	0.515992103	0.451245363	0.43496144	0.440190891	0.427109974	0.405444965	0.417697842	0.399921737	0.426065163	0.392973764	0.394316163	0.389528796	0.406736808	0.406237302	0.437171154	0.433605658	0.521647554	0.466021417	0.465688522	0.421158414	0.42730355	0.418971007	0.439576412	0.282121833	0.441433716	0.390462307	0.321917808	0.406974128	0.415531335	0.524617068	0.49500263	0.471879287	0.486158631	0.42554693	0.424832215	0.471226927	0.431509847	0.4390579	0.456759619	0.489553979	0.383333333	0.352449223	0.25582186	0.286323268	0.259574468	0.252040176	0.219934488	0.25826087	0.251374382	0.221205519	0.793693694	0.798394566	0.01023732
AT2TE11040	0.132720105	0.179824561	0.270980139	0.097048042	0.122360248	0.943240454	0.384332204	0.394164552	0.420491423	0.528478609	0.531671523	0.421765573	0.41948824	0.446677472	0.452420701	0.407826087	0.396689194	0.358279651	0.388980263	0.372043493	0.353747323	0.351039261	0.348443432	0.375145426	0.42875379	0.426360951	0.599384099	0.503929507	0.452181352	0.466495945	0.431344058	0.413676732	0.415614237	0.33821366	0.419826876	0.361531612	0.445848375	0.405954975	0.410141988	0.557976107	0.466312057	0.47284345	0.496828753	0.415912519	0.359273226	0.430894309	0.407079646	0.403641294	0.459487535	0.545415178	0.412204234	0.354864434	0.305541932	0.261185468	0.231121281	0.257850663	0.241653418	0.186517533	0.2	0.166067975	0.822414366	0.833271855	0.008396125
AT2TE11050	0.132382892	0.219679634	0.276556836	0.092866083	0.143369176	0.946641258	0.352581586	0.375568248	0.393034826	0.482796892	0.49590107	0.383205922	0.389365918	0.410145333	0.433663366	0.379892556	0.372198191	0.332676681	0.344400675	0.338078825	0.30625813	0.314726841	0.313566434	0.335497238	0.412117452	0.39824862	0.547895792	0.470930233	0.413557077	0.452474691	0.399044205	0.375645922	0.379211793	0.301739439	0.390577924	0.331016507	0.409090909	0.385463211	0.38895923	0.527696793	0.442352941	0.450980392	0.476526797	0.355433699	0.312389381	0.405053599	0.369385343	0.388902177	0.437149028	0.506723284	0.385252693	0.305705059	0.270766466	0.222332753	0.199811499	0.217514124	0.203596878	0.145869274	0.180686996	0.124633684	0.833939945	0.851495726	0.008600469
AT2TE11110	0.297770701	0.176817289	0.216446875	0.112631991	0.130831643	0.944323144	0.492650545	0.471649485	0.489423077	0.666389489	0.678959811	0.538804812	0.525507405	0.592239777	0.557578156	0.472632944	0.454208494	0.420818145	0.394262842	0.439808482	0.269012278	0.419600381	0.436320755	0.473779385	0.527958834	0.507985258	0.670781893	0.621610169	0.559686888	0.550476948	0.536579683	0.531089109	0.572178478	0.461373391	0.539760107	0.451029633	0.445783133	0.456509695	0.501153669	0.62875	0.493403694	0.378873239	0.54118524	0.397674419	0.394715773	0.471856287	0.394897959	0.363793103	0.329842932	0.691828421	0.49270073	0.50084317	0.394823186	0.360340197	0.310344828	0.356965174	0.320652174	0.347024952	0.294935452	0.276769833	0.855491329	0.840151038	0.009373169
AT2TE11125	0.290697674	0.123529412	0.1667344	0.107574094	0.135542169	0.961432507	0.540640966	0.517758047	0.552023121	0.736326109	0.721467391	0.640022359	0.625	0.661206255	0.546998867	0.447168216	0.341021417	0.470258137	0.308687616	0.401012018	0.25245732	0.62464986	0.562579014	0.563337393	0.589595376	0.565648225	0.739018088	0.67746114	0.689174705	0.616102684	0.641216636	0.634844869	0.62086701	0.512102515	0.637333333	0.554621849	0.28	0.511952191	0.527027027	0.655172414	0.243386243	0.236641221	0.277196653	0.257446809	0.227272727	0.252252252	0.153846154	0.134020619	0.11820331	0.7207995	0.575	0.578723404	0.551224944	0.412177986	0.415966387	0.438247012	0.324955117	0.336594912	0.38517179	0.346724891	0.858034321	0.863945578	0.001930502
AT2TE11145	0.134464752	0.141630901	0.159983845	0.071570014	0.082959641	0.929074174	0.364	0.363056496	0.402730375	0.460991137	0.461377871	0.384289677	0.39173303	0.406377205	0.341079973	0.365200295	0.353126826	0.308083832	0.327622015	0.348561151	0.343349754	0.300736772	0.352126022	0.354083579	0.394547093	0.376177517	0.493928571	0.419204475	0.438255034	0.388918774	0.406797425	0.376675288	0.37942995	0.234497645	0.384441939	0.319335938	0.34063745	0.339279922	0.380046136	0.479550922	0.443227092	0.389714286	0.425648703	0.350551364	0.341644562	0.339981868	0.355341246	0.363230131	0.382173382	0.450405771	0.321802092	0.344706912	0.20516232	0.182106935	0.197752809	0.171374765	0.160746979	0.174887892	0.160789845	0.150268336	0.764496439	0.779220779	0.011045655
AT2TE11210	0.158075601	0.14137931	0.213147911	0.095978552	0.114427861	0.951308582	0.471942972	0.471376889	0.442714127	0.561775683	0.569018836	0.517783858	0.51179095	0.503639418	0.487726788	0.467658473	0.446711221	0.425819885	0.490340386	0.446573751	0.456492274	0.435582822	0.4456773	0.439439714	0.47221172	0.447291599	0.617506631	0.532377657	0.535130719	0.481410867	0.473480262	0.488276429	0.496434449	0.324228629	0.522062469	0.437708565	0.427419355	0.48197923	0.470160872	0.554633472	0.529315961	0.536679537	0.550042052	0.444180523	0.373333333	0.47083926	0.472826087	0.493752892	0.497363796	0.570869033	0.420572917	0.409385113	0.322936558	0.270058708	0.250980392	0.243902439	0.230616302	0.241090147	0.191454124	0.201092896	0.818370166	0.810055866	0.015605493
AT2TE11330	0.078804348	0.065891473	0.119664069	0.039638736	0.091364205	0.929982047	0.317993367	0.334162727	0.351077313	0.456556442	0.435946991	0.353545232	0.346938776	0.360922258	0.290262172	0.320696721	0.330458561	0.32326284	0.326530612	0.299543677	0.320917759	0.261066969	0.315643105	0.336315952	0.357455075	0.328721017	0.470422535	0.358559499	0.41353732	0.33719705	0.372701149	0.33986014	0.354445436	0.207703649	0.332950631	0.29497775	0.26459144	0.303009576	0.320535195	0.404120444	0.419263456	0.386904762	0.344045369	0.275055679	0.284313725	0.372357724	0.31505102	0.306361607	0.340909091	0.422262397	0.278637771	0.295918367	0.195484864	0.168859649	0.205513784	0.167644184	0.185826772	0.152643678	0.152921674	0.15154185	0.7613321	0.756651017	0.02269289
AT2TE11340	0.263157895	0.096774194	0.238986248	0.098360656	0.112149533	0.944230769	0.50802139	0.528532609	0.52681388	0.542521994	0.513941221	0.470014993	0.436708861	0.497179694	0.474418605	0.434661724	0.543972044	0.506042296	0.543010753	0.529467681	0.485972851	0.471111111	0.519300362	0.497560976	0.514360313	0.525966851	0.56661562	0.463917526	0.466916355	0.507772021	0.533036377	0.514669927	0.577535624	0.276993166	0.529585799	0.429553265	0.383561644	0.544954128	0.498480243	0.552529183	0.704166667	0.672131148	0.63980464	0.597964377	0.546546547	0.5625	0.521452145	0.570605187	0.604972376	0.453222453	0.332116788	0.283783784	0.274968394	0.243708609	0.220689655	0.27238806	0.251546392	0.236323851	0.265588915	0.223830735	0.74952919	0.756809339	0.009940358
AT2TE11350	0.239598278	0.259708738	0.355455405	0.14369287	0.168290523	0.933983927	0.377112135	0.439345752	0.444361464	0.417695473	0.420010244	0.298091043	0.305028854	0.343671567	0.355909695	0.299166667	0.427714948	0.329323308	0.383160464	0.434334459	0.326657691	0.346085933	0.393873085	0.4008285	0.403328051	0.454722493	0.458236659	0.392	0.41356383	0.342637425	0.409052525	0.367886722	0.479487655	0.237698545	0.400252127	0.363763554	0.372282609	0.404901244	0.388944058	0.447169811	0.527862209	0.401859504	0.432446007	0.471384615	0.403878116	0.400767018	0.375095493	0.430783818	0.527051672	0.406410045	0.277227723	0.31879845	0.160005792	0.165715916	0.228813559	0.164596273	0.195195195	0.194808405	0.274070426	0.186951364	0.79330254	0.774881517	0.006734007
AT2TE11355	0.103773585	0.075630252	0.083754134	0.034928849	0.046676096	0.935086278	0.388431412	0.386961326	0.368292683	0.560847671	0.540896359	0.385123615	0.382124352	0.45659824	0.429869392	0.442176871	0.407123707	0.358782702	0.418439716	0.374378796	0.413104684	0.414218009	0.391380999	0.395741366	0.440251572	0.402112676	0.596479791	0.507692308	0.488249595	0.440556303	0.421770458	0.415744681	0.437966686	0.314480013	0.447519084	0.382190265	0.376	0.418150488	0.434709821	0.524752475	0.504911591	0.523648649	0.545339519	0.39800544	0.399243141	0.47107438	0.438841202	0.494715652	0.474012474	0.537925265	0.362670713	0.417883212	0.235729143	0.273849075	0.175337187	0.213005419	0.194779116	0.228902166	0.15337862	0.206189277	0.819632881	0.79751462	0.010037641
AT2TE11370	0.064356436	0.056022409	0.081236037	0.033519553	0.040382572	0.944730077	0.356643357	0.343679031	0.357267951	0.506816359	0.481142602	0.371713509	0.387162506	0.402080507	0.37818025	0.3625395	0.375058824	0.322208979	0.375506894	0.358024691	0.342916984	0.337735849	0.337337818	0.352393919	0.395080474	0.346066135	0.535189873	0.441064639	0.413030117	0.385855625	0.38188348	0.361914257	0.407460841	0.280782965	0.350384615	0.34256927	0.325520833	0.335951941	0.364218456	0.493670886	0.427868852	0.422496571	0.441646819	0.421597633	0.334978843	0.496332518	0.391129032	0.463614064	0.461601982	0.466520526	0.33901919	0.302531646	0.293189831	0.244972578	0.237609329	0.228104575	0.187713311	0.202624352	0.186813187	0.208310552	0.80783818	0.803756477	0.006207675
AT2TE11400	0.284946237	0.211428571	0.347382753	0.18018018	0.239185751	0.955	0.54498645	0.487796834	0.474178404	0.712587626	0.70788825	0.605316285	0.614573346	0.569668246	0.589820359	0.545789231	0.523493496	0.498143564	0.488020177	0.546875	0.509731913	0.579937304	0.43543257	0.508760108	0.544596013	0.580019881	0.698492462	0.705743509	0.69278607	0.646188009	0.535154827	0.588161209	0.633704162	0.49640096	0.557303371	0.470811221	0.466292135	0.442307692	0.457627119	0.650214592	0.380952381	0.403269755	0.514357054	0.369509044	0.435931308	0.351351351	0.261818182	0.257095159	0.309917355	0.670234807	0.511520737	0.62628866	0.439483781	0.422751729	0.260869565	0.325239617	0.261386139	0.224969843	0.186687467	0.178272981	0.863677951	0.835443038	0.008658009
AT2TE11435	0.204545455	0.133962264	0.195610768	0.06420068	0.116647792	0.959833795	0.523690773	0.50233943	0.55	0.628941441	0.614778593	0.545906294	0.566213314	0.547096416	0.489151874	0.502167183	0.480392157	0.441803279	0.44928751	0.492712203	0.461207926	0.479209979	0.491348713	0.526356589	0.578423871	0.583073079	0.63495702	0.513066667	0.551863493	0.538025508	0.519922255	0.456950861	0.535972185	0.41656724	0.511591149	0.449046322	0.443636364	0.483229814	0.469627361	0.525815217	0.454545455	0.412878788	0.484522786	0.459102902	0.392300642	0.399474376	0.449507389	0.388349515	0.447686117	0.632550778	0.467889908	0.528497409	0.416350711	0.366161616	0.351111111	0.351903808	0.310580205	0.349371478	0.390997024	0.335047759	0.830175913	0.848091603	0.003690037
