ID	ddm1_f2_1	ddm1_f3_1	ddm1_f4_1	ddm1_f4_2	ddm1_f5_1	h1_f4_1	h1ddm1_f10_1	h1ddm1_f11_1	h1ddm1_f11_2	h1ddm1_f2_1	h1ddm1_f2_2	h1ddm1_f3_1	h1ddm1_f3_2	h1ddm1_f3_3	h1ddm1_f4_1	h1ddm1_f4_2	h1ddm1_f5_1	h1ddm1_f5_2	h1ddm1_f6_1	h1ddm1_f6_2	h1ddm1_f7_1	h1ddm1_f7_2	h1ddm1_f8_1	h1ddm1_f8_2	h1ddm1_f9_1	h1ddm1_f9_2	h1ddm1cmt2_f2_1	h1ddm1cmt2_f3_1	h1ddm1cmt2_f3_2	h1ddm1cmt2_f4_1	h1ddm1cmt2_f4_2	h1ddm1cmt2_f4_3	h1ddm1cmt2_f5_1	h1ddm1cmt2_f5_2	h1ddm1cmt2_f5_3	h1ddm1cmt2_f6_1	h1ddm1cmt2_f6_2	h1ddm1cmt2_f7_1	h1ddm1cmt2_f7_2	h1ddm1cmt3_f3_1	h1ddm1cmt3_f4_1	h1ddm1cmt3_f4_2	h1ddm1cmt3_f4_3	h1ddm1cmt3_f5_1	h1ddm1cmt3_f5_2	h1ddm1cmt3_f6_1	h1ddm1cmt3_f6_2	h1ddm1cmt3_f7_1	h1ddm1cmt3_f7_2	h1ddm1drm2_f2_1	h1ddm1drm2_f3_1	h1ddm1drm2_f3_2	h1ddm1drm2_f4_1	h1ddm1drm2_f4_2	h1ddm1drm2_f5_1	h1ddm1drm2_f5_2	h1ddm1drm2_f6_1	h1ddm1drm2_f6_2	h1ddm1drm2_f7_1	h1ddm1drm2_f7_2	wt_f3_1	wt_f4_1	met1_f3_1
AT1TE08240	0.262295082	0.157088123	0.297767231	0.129836629	0.210325048	0.929802956	0.52569701	0.530980392	0.590551181	0.732585797	0.700244499	0.613477924	0.63255814	0.600314301	0.564561734	0.54848672	0.551703346	0.478411054	0.555269923	0.521378709	0.533879036	0.589958159	0.575033799	0.580906921	0.569241475	0.545816733	0.78649789	0.697916667	0.67961935	0.633843212	0.658523633	0.630653266	0.612235294	0.492326581	0.613346418	0.591346154	0.480392157	0.604505632	0.54670913	0.597051597	0.66163142	0.546357616	0.565114444	0.500749625	0.515350877	0.554455446	0.541561713	0.470404984	0.509803922	0.743784239	0.582159624	0.563253012	0.424406497	0.432234432	0.411764706	0.355572998	0.387182911	0.333092486	0.363846154	0.367883212	0.847933884	0.870149254	0.021003501
AT1TE09080	0.205290397	0.21756487	0.223188952	0.076384329	0.139419674	0.944276805	0.468960557	0.493117962	0.521321321	0.563356799	0.569938848	0.515084154	0.502161161	0.508140718	0.480681974	0.483937738	0.481713416	0.437734186	0.49538284	0.442274939	0.43769187	0.456192877	0.454545455	0.477689056	0.490449662	0.501314814	0.60023753	0.536295645	0.531321116	0.490883786	0.523162877	0.489241803	0.503028707	0.293262646	0.49778086	0.469158565	0.439635535	0.483293556	0.472577127	0.562818878	0.425864519	0.442871094	0.477162178	0.368582919	0.1910299	0.396156689	0.310344828	0.38501292	0.408291083	0.5361231	0.33855254	0.329662522	0.245319561	0.223975155	0.163591022	0.189073259	0.134148672	0.11158206	0.092085236	0.069696672	0.8548947	0.838131798	0.004602992
AT1TE12295	0.158807212	0.109570042	0.132893896	0.067110656	0.084185207	0.944646098	0.514368123	0.501490419	0.52049447	0.646305992	0.59622813	0.583988764	0.583333333	0.5	0.554737195	0.51864195	0.546079128	0.459327393	0.535428571	0.50199968	0.526951058	0.480531379	0.509363296	0.50467125	0.503707247	0.517818959	0.730022198	0.630188679	0.648320632	0.582567447	0.570237889	0.58423586	0.594447044	0.441848115	0.574824238	0.542928393	0.472941176	0.547807933	0.557256991	0.462946818	0.458365164	0.39375	0.468274112	0.367239102	0.371569317	0.400658617	0.367063492	0.384927066	0.388326848	0.656289111	0.469041561	0.478125	0.396889702	0.389545186	0.34738041	0.329676071	0.301886792	0.301540719	0.28733646	0.29879741	0.823329076	0.822638146	0.003147482
AT1TE14085	0.379876797	0.403162055	0.452768841	0.198789102	0.219315895	0.947557471	0.313847159	0.232410611	0.233562316	0.456305689	0.508115183	0.325119237	0.338082192	0.361296473	0.246533795	0.392572944	0.268113727	0.214473684	0.233505821	0.310178117	0.286774761	0.309549945	0.193857965	0.252112676	0.200506009	0.27117755	0.605493863	0.350021959	0.488060327	0.333469221	0.321083966	0.411366202	0.320736666	0.299318624	0.274518389	0.273172724	0.277258567	0.315412186	0.233817701	0.30141844	0.318681319	0.248493976	0.255419787	0.250562641	0.197758207	0.207889126	0.251995439	0.174423859	0.159266409	0.554252931	0.428909953	0.275747508	0.241929055	0.269597677	0.171717172	0.21604448	0.11104751	0.167152575	0.127659574	0.158139535	0.849761526	0.820554649	0
AT1TE15170	0.25	0.162055336	0.24423139	0.101465614	0.167410714	0.937804878	0.551696922	0.5479384	0.599483204	0.690975387	0.671494786	0.595017098	0.611832612	0.574547723	0.632371393	0.546941679	0.525941423	0.467975207	0.538947368	0.484647803	0.534604905	0.569711538	0.555191257	0.570683662	0.571942446	0.56044724	0.720489978	0.600760456	0.618905473	0.573072497	0.58622868	0.604166667	0.623952096	0.432068543	0.562737643	0.511198946	0.549019608	0.558178752	0.554404145	0.535796767	0.567164179	0.52919708	0.495238095	0.369090909	0.506493506	0.461038961	0.492113565	0.412144703	0.417127072	0.695756127	0.547979798	0.490322581	0.416011106	0.413213886	0.402843602	0.352996255	0.300319489	0.379695431	0.289241623	0.320578231	0.770114943	0.812824957	0.013824885
AT1TE18370	0.408510638	0.245	0.451513467	0.273148148	0.323943662	0.947589099	0.65080922	0.647171011	0.669172932	0.84687157	0.820861678	0.76879343	0.771681416	0.751628664	0.708751793	0.679245283	0.678414097	0.622874807	0.656790123	0.666666667	0.681674566	0.700598802	0.695244957	0.674745895	0.651572327	0.707556428	0.872756933	0.783519553	0.818810512	0.7609375	0.74939952	0.691046658	0.729122807	0.619602135	0.716927454	0.668686869	0.785714286	0.753398058	0.707979626	0.75	0.742990654	0.648780488	0.694587629	0.570987654	0.752808989	0.691099476	0.620253165	0.611275964	0.616477273	0.812217195	0.663793103	0.658634538	0.571428571	0.591397849	0.441717791	0.479297365	0.448637317	0.47523427	0.417012448	0.421176471	0.856850716	0.844660194	0.023172906
AT1TE18410	0.179153094	0.243445693	0.127796418	0.073800738	0.09403255	0.932858596	0.050616759	0.05218726	0.073270014	0.349025974	0.394500897	0.268214204	0.247769389	0.231111111	0.206455542	0.223694171	0.185703186	0.173611111	0.181965881	0.164678499	0.140701071	0.141943734	0.033869396	0.055168858	0.055010661	0.046545992	0.461538462	0.256395996	0.250254842	0.185932388	0.19851471	0.164556962	0.192587461	0.232351566	0.111821086	0.129164531	0.111940299	0.13372093	0.158455393	0.218323587	0.152941176	0.159624413	0.180873181	0.185617104	0.146503885	0.181972789	0.133709981	0.110826393	0.125647668	0.43827367	0.243494424	0.245472837	0.145093317	0.214453584	0.084577114	0.137520303	0.113636364	0.152308425	0.177004539	0.07405591	0.80209546	0.770541082	0.042348412
AT1TE19130	0.312339332	0.225352113	0.238842867	0.140408163	0.184792219	0.918094218	0.1687024	0.216192171	0.254861822	0.572762646	0.522881356	0.273638274	0.291185971	0.375785845	0.451763706	0.368800461	0.310960421	0.17244933	0.17865566	0.228392648	0.156439208	0.2664	0.158816098	0.174190801	0.17650514	0.175028121	0.65597148	0.476848091	0.5398142	0.434119782	0.434179223	0.410529938	0.291409782	0.292547569	0.317478294	0.236091298	0.302380952	0.197119712	0.301639344	0.281372549	0.245786517	0.223915592	0.248287113	0.177806619	0.205280528	0.211055276	0.217351598	0.211629747	0.194464676	0.584317522	0.447695035	0.415757576	0.219929055	0.26984127	0.203274216	0.228871242	0.155244755	0.152004164	0.131246845	0.125793845	0.832490518	0.804527885	0.00293772
AT1TE19430	0.224334601	0.275555556	0.269093535	0.112349914	0.166994106	0.961640212	0.363257454	0.28183172	0.306748466	0.525773196	0.545410628	0.384217781	0.400196657	0.427027027	0.370766488	0.361492046	0.33478803	0.325821596	0.2230869	0.326282628	0.352967228	0.299568966	0.323142251	0.301131419	0.338351254	0.304704595	0.643678161	0.44296875	0.479183673	0.447974583	0.426919519	0.395540875	0.362403101	0.340357599	0.365348399	0.282926829	0.298013245	0.29463171	0.282291667	0.446428571	0.3984375	0.350453172	0.451660517	0.372789116	0.376311844	0.223938224	0.333333333	0.255102041	0.279069767	0.559867487	0.423887588	0.398713826	0.274664562	0.3375	0.290540541	0.218898708	0.232472325	0.263909774	0.201398601	0.26419061	0.767948718	0.807692308	0.023684211
AT1TE20315	0.402930403	0.255319149	0.405515433	0.21971831	0.251716247	0.943223443	0.683253589	0.673871583	0.676829268	0.830862164	0.813096862	0.783164624	0.731854839	0.726712856	0.697841727	0.691629956	0.643169665	0.566993464	0.706586826	0.673775671	0.626953125	0.616847826	0.691489362	0.667425968	0.663430421	0.697730956	0.848837209	0.755464481	0.785714286	0.730659026	0.754761905	0.696236559	0.703304113	0.599385695	0.735791091	0.684210526	0.6875	0.705882353	0.700507614	0.738095238	0.688034188	0.695652174	0.662053057	0.541666667	0.698701299	0.621621622	0.606694561	0.621037464	0.633608815	0.84715872	0.639575972	0.687943262	0.622292994	0.534120735	0.50295858	0.49665328	0.415879017	0.456846951	0.356284153	0.35026455	0.815261044	0.861946903	0.018621974
AT1TE22850	0.202349869	0.164814815	0.292783503	0.154892878	0.096682464	0.941699605	0.127035094	0.149637213	0.147754854	0.525502787	0.522799658	0.383362461	0.378797536	0.372300309	0.379877112	0.369652946	0.299715395	0.282866436	0.243485877	0.245026459	0.190951638	0.274690545	0.164022599	0.168441253	0.128337565	0.150730019	0.547238519	0.480472298	0.442500302	0.389663554	0.328811682	0.389235764	0.353926141	0.337811286	0.260027319	0.288466649	0.282515073	0.308685259	0.322368421	0.481520042	0.368253968	0.392930328	0.326603712	0.21902922	0.224815432	0.306717364	0.265908283	0.258051897	0.27755611	0.53486313	0.406386702	0.364	0.319834205	0.276383266	0.216723549	0.209177294	0.225717656	0.216187205	0.226188167	0.185004393	0.891900613	0.885116463	0.006541778
AT1TE23740	0.225289895	0.207880435	0.212186998	0.078817734	0.125811103	0.943690096	0.463360502	0.478568898	0.512693318	0.559594096	0.551271047	0.511182109	0.511733417	0.520467406	0.482983748	0.499144368	0.486720728	0.422412119	0.488309697	0.448306648	0.431693989	0.469235751	0.450665647	0.461889548	0.484418698	0.494718185	0.570128973	0.512823397	0.544804171	0.498897464	0.524274786	0.501524778	0.499553115	0.279409163	0.50389755	0.471062151	0.458797327	0.481361734	0.47029703	0.553977273	0.418491484	0.449039882	0.497778845	0.37012987	0.188291941	0.404855129	0.321865696	0.382479244	0.435757576	0.534532031	0.342680143	0.333216169	0.233032185	0.22684217	0.155198393	0.17759434	0.13620139	0.114568741	0.092195831	0.071004727	0.839724257	0.844677527	0.007155635
AT1TE24850	0.093077371	0.077571669	0.099759992	0.042877646	0.058733205	0.524447754	0.29951484	0.3	0.309882747	0.363686841	0.332587859	0.328085281	0.319382745	0.286358903	0.316466371	0.308464111	0.322573749	0.300152265	0.348778166	0.289677036	0.292584964	0.322866642	0.279530708	0.292018496	0.303776949	0.3163559	0.449759846	0.401928133	0.38846912	0.333946181	0.34255079	0.319047619	0.381358483	0.277570411	0.35554371	0.30521533	0.277330265	0.347259769	0.327312426	0.308943089	0.330111165	0.242112483	0.263682494	0.210683477	0.245547556	0.230069556	0.232912723	0.247431694	0.266922095	0.402620087	0.308758041	0.295441431	0.258153137	0.236913205	0.221388368	0.217195274	0.207627119	0.213662576	0.198329854	0.190566549	0.477366255	0.465763547	0.00405954
AT1TE25645	0.145228216	0.082987552	0.11812539	0.046676096	0.065454545	0.739495798	0.287225386	0.262626263	0.26844584	0.40696347	0.441133186	0.358623112	0.335885167	0.3500612	0.326103216	0.287928605	0.300248825	0.272893773	0.248477467	0.287272727	0.272899319	0.266304348	0.287827841	0.284830998	0.314743236	0.304834606	0.462409054	0.373065015	0.350163934	0.366406804	0.369212963	0.342052314	0.288659794	0.335075797	0.307148468	0.245432883	0.305263158	0.324761905	0.290064103	0.075785582	0.057377049	0.06993007	0.066588097	0.067738232	0.068640646	0.092130518	0.037800687	0.079774376	0.050925926	0.452656812	0.323943662	0.379746835	0.307333333	0.269230769	0.194029851	0.254069356	0.260020555	0.220626632	0.212461059	0.223384615	0.698305085	0.659974906	0.04640884
AT1TE27295	0.182347236	0.210580913	0.181688993	0.084298286	0.085171103	0.932432432	0.35314708	0.327846254	0.390539975	0.586837435	0.560258511	0.51260775	0.511878082	0.450854896	0.431813576	0.339356958	0.283253589	0.328192371	0.235978289	0.321866246	0.169150806	0.378940924	0.359459685	0.363553114	0.327915099	0.402617307	0.645947081	0.543876203	0.535789474	0.457251298	0.458569681	0.468737711	0.455933953	0.314029026	0.422198732	0.325688073	0.298118669	0.364393126	0.320998663	0.510991695	0.230769231	0.180147059	0.218478261	0.168842472	0.166412214	0.149219467	0.13492823	0.134887737	0.122852512	0.574873228	0.398866856	0.40115942	0.23362209	0.27592955	0.179834462	0.212390956	0.200626141	0.175410364	0.170837704	0.164172662	0.806002729	0.803434136	0.006167648
AT1TE27405	0.283236994	0.258215962	0.333254084	0.153374233	0.174117647	0.950517837	0.538910506	0.390570021	0.453038674	0.733606557	0.747464993	0.631764706	0.603286385	0.620721988	0.557195572	0.55561614	0.548724657	0.402222222	0.537007874	0.502283105	0.494112319	0.496103896	0.423934298	0.485773196	0.486928105	0.501593372	0.787656904	0.651851852	0.666393443	0.580875782	0.549492999	0.521973786	0.520413182	0.578380043	0.463829787	0.442522889	0.406451613	0.43263288	0.40990099	0.68	0.420233463	0.388586957	0.515738499	0.552772809	0.518783542	0.458563536	0.576923077	0.431472081	0.330827068	0.797356828	0.580555556	0.588028169	0.427530364	0.469216418	0.391304348	0.415521423	0.338461538	0.34964483	0.362825279	0.328685259	0.87757732	0.850453172	0.01150748
AT1TE28175	0.224576271	0.058558559	0.146378633	0.067120623	0.06870229	0.933774834	0.289039039	0.326923077	0.318289786	0.557369815	0.555194805	0.468421053	0.443651926	0.473838918	0.334732424	0.344611529	0.288393904	0.263002944	0.305227656	0.305493274	0.3	0.379518072	0.311131387	0.33258427	0.323943662	0.30484115	0.634458673	0.430143014	0.44381492	0.396919431	0.462669683	0.403785489	0.415577342	0.308914997	0.421686747	0.344430218	0.427350427	0.378930818	0.342602892	0.152173913	0.236714976	0.295454545	0.435100548	0.247154472	0.251521298	0.235714286	0.144927536	0.210849539	0.190687361	0.609122402	0.423529412	0.40625	0.27204149	0.257543103	0.263374486	0.192642788	0.252542373	0.169601483	0.206773619	0.14527027	0.830482115	0.840659341	0.021216407
AT1TE28370	0.23180593	0.18883792	0.248728772	0.109330484	0.147928994	0.931332949	0.337174194	0.322047693	0.403155127	0.576579898	0.566806594	0.501508704	0.518325904	0.457728267	0.490373508	0.446732532	0.377427722	0.413172691	0.435408195	0.407955681	0.349458031	0.412730318	0.291579426	0.304156567	0.330638298	0.336828309	0.615560166	0.505759539	0.521968046	0.484135107	0.49828728	0.472259042	0.504695838	0.333477291	0.470192933	0.442331139	0.443396226	0.388637648	0.356164384	0.539525692	0.506923838	0.458490566	0.479738099	0.358673117	0.348560461	0.405971713	0.373039216	0.343980878	0.338497653	0.589319707	0.407600208	0.394323671	0.286508292	0.28245283	0.217987805	0.241567291	0.177163037	0.244941253	0.211879291	0.18922449	0.808014354	0.805264732	0.013452915
AT1TE28830	0.225058005	0.289230769	0.287122535	0.103567717	0.214364641	0.81152097	0.320013661	0.2207116	0.262158055	0.405292853	0.475287865	0.35596222	0.308973173	0.405676705	0.355786456	0.379002396	0.347941414	0.280594406	0.30794886	0.316509837	0.333116988	0.313740458	0.270530178	0.311759657	0.31193373	0.330084746	0.455094644	0.327739075	0.466551823	0.392409241	0.38858227	0.451995373	0.396370023	0.301036025	0.402051621	0.28777969	0.267002519	0.362993763	0.326846847	0.331026528	0.357784431	0.356562137	0.315998939	0.290552585	0.303012746	0.401174168	0.383214568	0.398129593	0.388121547	0.462403244	0.321782178	0.296153846	0.250366987	0.252230611	0.231527094	0.213643411	0.2318771	0.23992674	0.178009203	0.250367827	0.824878388	0.715768981	0.004547177
AT1TE29060	0.181818182	0.145991561	0.158678244	0.060262454	0.096785465	0.943727309	0.459834676	0.42650694	0.461185819	0.528507245	0.517935809	0.501373249	0.50465066	0.423228645	0.423921631	0.458961951	0.47881454	0.384395132	0.50161987	0.42440875	0.373973426	0.438744437	0.195735101	0.368055556	0.379785444	0.385518221	0.57230908	0.493351674	0.498190423	0.496309094	0.382234602	0.3954527	0.486000636	0.31833401	0.500664894	0.294306851	0.394152047	0.248496163	0.17146164	0.555555556	0.150102459	0.17851815	0.170432284	0.108016469	0.083675144	0.107618343	0.126535627	0.095847643	0.101798232	0.522803796	0.412131284	0.429882045	0.214701182	0.24099723	0.121819166	0.175682145	0.134497124	0.129753425	0.122883731	0.100288369	0.822541436	0.814172883	0.002165909
AT1TE29570	0.249122807	0.213333333	0.216872298	0.072254335	0.16909621	0.58010118	0.141773352	0.148305085	0.199335548	0.396039604	0.509090909	0.387790698	0.385502471	0.4504	0.283935243	0.285861713	0.192748967	0.191897655	0.150837989	0.230769231	0.267870036	0.172619048	0.097273854	0.216326531	0.152259332	0.219383922	0.438914027	0.308933002	0.341404358	0.414634146	0.32905297	0.351851852	0.35972329	0.255297679	0.231666667	0.202111614	0.278846154	0.160305344	0.220735786	0.187702265	0.372881356	0.246511628	0.266483516	0.242424242	0.208333333	0.240174672	0.175862069	0.187588152	0.185	0.457615438	0.436893204	0.399122807	0.299412916	0.312703583	0.225108225	0.236616702	0.157170923	0.246701847	0.305732484	0.134120172	0.710743802	0.60665362	0.001953125
AT1TE30195	0.107806691	0.087452471	0.152635718	0.078475336	0.052356021	0.922310757	0.274514393	0.316155549	0.344186047	0.542677448	0.564547206	0.341312306	0.343573161	0.409361365	0.349867725	0.336142322	0.418571429	0.228005865	0.346381969	0.32768595	0.286086673	0.347826087	0.256443719	0.310319501	0.291146116	0.284086112	0.628127696	0.495327103	0.476610169	0.34582744	0.342929111	0.335646688	0.254489874	0.308811419	0.287867911	0.31411863	0.265700483	0.238390093	0.206666667	0.316348195	0.392156863	0.385809313	0.384569017	0.362440191	0.389592124	0.359698682	0.441176471	0.35465587	0.362601626	0.597938144	0.390873016	0.432276657	0.310877193	0.271496276	0.213017751	0.241785493	0.283680175	0.252765487	0.254207777	0.307906459	0.768542199	0.760330579	0.032432432
AT1TE31190	0.210188356	0.177247014	0.153722478	0.045498294	0.08431219	0.942101695	0.474627658	0.43225173	0.463912631	0.551731602	0.533799791	0.508718046	0.508064516	0.428418321	0.46306505	0.462211949	0.476973684	0.406188605	0.495080069	0.43856724	0.372636103	0.448405896	0.192415468	0.378468774	0.398321742	0.385006269	0.588280733	0.529106139	0.515466955	0.50206266	0.393444402	0.404680644	0.506003619	0.325022001	0.497485674	0.3092795	0.422240803	0.258504399	0.179931935	0.569500675	0.162598425	0.179948586	0.165730604	0.110917639	0.107752699	0.114385213	0.111829165	0.085310734	0.100579839	0.526872247	0.425946863	0.403984984	0.205459575	0.218575553	0.123102175	0.170027577	0.117877338	0.133782712	0.117006487	0.090136327	0.843099346	0.818536433	0.002737643
AT1TE33490	0.178666667	0.149159664	0.152730845	0.064437194	0.104018913	0.901437372	0.290435653	0.330150068	0.338090011	0.421646395	0.495447648	0.382768967	0.352764423	0.3668955	0.331441048	0.378529412	0.310251799	0.288485349	0.348854962	0.318761815	0.312530473	0.345511482	0.283239245	0.344121365	0.355172414	0.351102428	0.515055468	0.424317618	0.450518755	0.408873423	0.430555556	0.381484437	0.402451481	0.269870002	0.359853681	0.300254453	0.296178344	0.334650113	0.291561395	0.349614396	0.357575758	0.406576981	0.396802326	0.413511507	0.445425361	0.376397516	0.437755102	0.354448067	0.313242784	0.529785731	0.38377724	0.36525974	0.24734098	0.244444444	0.223091977	0.182478959	0.17790623	0.209410205	0.190521934	0.144415918	0.816160119	0.801962533	0.01759134
AT1TE34315	0.13215859	0.140495868	0.122034199	0.06075217	0.114130435	0.944108761	0.165782079	0.199308258	0.229257642	0.573580533	0.550148368	0.427336352	0.397777778	0.432875264	0.344355758	0.342966194	0.225210629	0.231830727	0.420183486	0.201472909	0.217158177	0.257545272	0.153619529	0.216147164	0.219359331	0.202844774	0.635076253	0.51026393	0.526621491	0.366045142	0.358739837	0.42130066	0.383727034	0.241923642	0.324496288	0.187380497	0.16	0.171957672	0.166666667	0.318987342	0.382352941	0.259515571	0.243169399	0.159349593	0.25	0.173913043	0.120192308	0.089715536	0.071566731	0.575225944	0.354054054	0.363636364	0.129046763	0.224669604	0.16744186	0.131770412	0.073593074	0.167763158	0.056115108	0.099784637	0.852040816	0.825185185	0.01242236
AT1TE34580	0.25404157	0.147590361	0.167525317	0.061616733	0.083586626	0.905468026	0.081919735	0.113487242	0.100396301	0.47347876	0.493947545	0.361867704	0.403697997	0.294156707	0.2975	0.271469271	0.236925016	0.199333703	0.279207921	0.202978871	0.186440678	0.151804671	0.099605294	0.106033978	0.111264368	0.112200068	0.575665399	0.328599096	0.361542313	0.254756871	0.279730969	0.318232044	0.176148047	0.320206585	0.167588496	0.143992056	0.201581028	0.16955836	0.209836066	0.301115242	0.174447174	0.13001912	0.199900299	0.105532787	0.201716738	0.090909091	0.104972376	0.07808399	0.100123609	0.567378252	0.345679012	0.296460177	0.174700555	0.230978261	0.170316302	0.208582834	0.117085863	0.17826905	0.232134293	0.225326724	0.796460177	0.803710938	0.028156222
AT1TE35305	0.367032967	0.473557692	0.530175987	0.190506329	0.256410256	0.930143541	0.210053476	0.2213519	0.230440967	0.397520058	0.448021462	0.324459235	0.346420323	0.30827849	0.324561404	0.324935952	0.311936228	0.201782304	0.302702703	0.213365298	0.25775076	0.231932773	0.234079674	0.253309797	0.238212181	0.252769799	0.452413793	0.287116564	0.350304372	0.295123496	0.343267504	0.229899497	0.263560732	0.269979391	0.32586558	0.258064516	0.189655172	0.218410042	0.20669145	0.47469459	0.452243959	0.288329519	0.289489859	0.27032967	0.28125	0.242369838	0.264646465	0.182389937	0.200247219	0.43829655	0.348056537	0.276173285	0.265902924	0.1929587	0.162464986	0.234129295	0.162942272	0.21927588	0.158459288	0.137452711	0.859728507	0.860664523	0.00481232
AT1TE35720	0.281368821	0.27037037	0.332680836	0.188266667	0.196551724	0.917355372	0.586698337	0.571794872	0.576115486	0.757457485	0.759171196	0.636554622	0.637103336	0.664873174	0.617138908	0.5625966	0.600918602	0.484723854	0.622249389	0.52297593	0.601136005	0.5075	0.454045129	0.505751133	0.612789527	0.566697761	0.789300412	0.698836413	0.679891304	0.616593338	0.668844567	0.61955836	0.639484979	0.569088618	0.661146497	0.401080351	0.564705882	0.39159292	0.598170303	0.545614035	0.675757576	0.458064516	0.658603628	0.613434728	0.461805556	0.35395189	0.37544484	0.346608587	0.351288056	0.730201342	0.580223881	0.610722611	0.449367089	0.491014121	0.447643979	0.397155361	0.369606004	0.401869159	0.371501272	0.394564199	0.808630394	0.815205913	0.004393673
AT1TE35855	0.272222222	0.108280255	0.163249294	0.101265823	0.097222222	0.950847458	0.459671907	0.304088586	0.338061466	0.606072106	0.56834075	0.353281057	0.373025516	0.470896391	0.362179487	0.418578623	0.297002725	0.297297297	0.419889503	0.370524131	0.429136081	0.31670282	0.292149292	0.336628512	0.367098865	0.254766031	0.669902913	0.566115702	0.481414325	0.481441048	0.440547945	0.412940057	0.386514148	0.368995633	0.351724138	0.258547009	0.300699301	0.3515625	0.253292806	0.421511628	0.395833333	0.297734628	0.384888889	0.361623616	0.428318584	0.242690058	0.241813602	0.209693373	0.23943662	0.615199035	0.407407407	0.439834025	0.287988423	0.314381271	0.263157895	0.300380228	0.289230769	0.252971138	0.207578254	0.265197568	0.76779661	0.728846154	0.006993007
AT1TE36035	0.100917431	0.075471698	0.101507499	0.037299339	0.060483871	0.938606848	0.053186214	0.046458626	0.044523598	0.399735799	0.449781659	0.213919289	0.221957041	0.271174119	0.239165329	0.271401046	0.12207542	0.123181377	0.167701863	0.165413534	0.142909025	0.128792215	0.058030169	0.080914513	0.06650689	0.068131868	0.517419962	0.299061608	0.325255585	0.228800611	0.23126615	0.202485966	0.173996996	0.184477793	0.163478261	0.135218907	0.091836735	0.141391106	0.119111111	0.284796574	0.179810726	0.170666667	0.208670096	0.149659864	0.182072829	0.133786848	0.148558758	0.084572491	0.108153078	0.50125453	0.354271357	0.296398892	0.185061096	0.175052854	0.194207836	0.130820399	0.145520144	0.162487462	0.150120234	0.150505051	0.827667984	0.792954709	0.01142132
AT1TE36570	0.110248447	0.163375224	0.362235694	0.146108664	0.18034188	0.919862622	0.409982879	0.420831877	0.371914894	0.462789693	0.514371813	0.438217652	0.431619787	0.409309441	0.422944551	0.399189704	0.341473125	0.362911612	0.385250737	0.400934216	0.376923077	0.406688242	0.43158284	0.444490905	0.458681523	0.420037629	0.562415502	0.461727384	0.483333333	0.391624661	0.405349794	0.436535764	0.399245451	0.266249619	0.363674148	0.394004283	0.378698225	0.457476376	0.485233985	0.399117971	0.372641509	0.357329843	0.382564103	0.377007065	0.371314741	0.386692382	0.402922756	0.380542402	0.365015974	0.553597962	0.367179487	0.358366271	0.241573034	0.264115899	0.201741655	0.189978481	0.269251481	0.240373045	0.292848335	0.252421959	0.832319135	0.813639433	0.009937888
AT1TE37215	0.208121827	0.149584488	0.171483131	0.067880284	0.124724062	0.952471483	0.37979798	0.376780186	0.390142022	0.479195886	0.466960352	0.4005336	0.408617424	0.417355372	0.393591772	0.370405057	0.398235294	0.344682479	0.396159317	0.375880813	0.375575612	0.408719346	0.352011923	0.358117816	0.373417722	0.375933114	0.520368574	0.426293271	0.428874092	0.404761905	0.382175227	0.383615478	0.384676935	0.297716555	0.404094828	0.338534894	0.351620948	0.378917379	0.380557649	0.511216057	0.41894061	0.441099476	0.437538087	0.371527778	0.368920522	0.399747793	0.412568306	0.389054356	0.415789474	0.521714608	0.386680988	0.382124352	0.271144687	0.273647469	0.25248227	0.231711466	0.259790403	0.25526564	0.26381323	0.265616207	0.885512367	0.867406924	0.003134796
AT1TE37265	0.264309764	0.231017771	0.302980965	0.142533204	0.172216936	0.908318154	0.373217527	0.376353791	0.393312102	0.6028402	0.634491634	0.482008505	0.483074108	0.523908094	0.400136565	0.44373823	0.418708525	0.372078907	0.453872437	0.368353266	0.343079263	0.414545455	0.353958944	0.389022362	0.293825222	0.327204253	0.614922384	0.570982143	0.532779021	0.464017991	0.455069332	0.479762736	0.488577897	0.50942902	0.439145907	0.399616123	0.357541899	0.447798742	0.474913826	0.630359212	0.535244922	0.49651325	0.500951173	0.480141844	0.427458034	0.431578947	0.455908289	0.451895044	0.510591673	0.687301587	0.490502793	0.500732064	0.483345272	0.425131678	0.374449339	0.37482066	0.293002915	0.329465649	0.259296482	0.325741525	0.861111111	0.857887875	0.002939941
AT1TE38210	0.105597964	0.046511628	0.103322523	0.054640069	0.046659597	0.937702265	0.088114754	0.075561234	0.08678501	0.549835896	0.533712984	0.297988127	0.318558208	0.322760291	0.293626374	0.22712294	0.112972714	0.136896047	0.229972376	0.167713336	0.081016203	0.130642955	0.106652007	0.12413653	0.076923077	0.102961592	0.59009434	0.325581395	0.287861272	0.260723297	0.238732709	0.286000802	0.238039944	0.352729548	0.168435625	0.114472608	0.109302326	0.121882086	0.117363344	0.233496333	0.221518987	0.224025974	0.2892728	0.149365198	0.223413026	0.216183575	0.16856492	0.156389634	0.147923875	0.597785108	0.400534045	0.443828017	0.316670153	0.26446281	0.244769874	0.200739744	0.195693477	0.209260589	0.194740583	0.125675676	0.809591983	0.802469136	0.007323569
